NumeroSocioConsumidor,Genero,MontoPromedio,Asiática,Bebidas,Categoría_2,Categoría_8,Comida_Rápida,Desayunos,Italiana,Postres,Saludable
24,3,224.2488888888889,0.004193986650127,0.022097316917859,0.153983862473201,0.0352226293520246,0.0,0.188857367889265,0.2023785907964943,0.0287469755460705,0.1041165309353493
27,3,448.6689361702128,0.0190404897050511,0.0341476056542613,0.0996963883701011,0.0830131874150355,0.0,0.1808208224240043,0.1539806507507103,0.0478469710762438,0.079551226251992
39,3,7.3,0.0434782608695652,0.0,0.0434782608695652,0.0,0.0,0.2608695652173913,0.1304347826086956,0.0,0.0
48,3,668.6,0.0045722038520344,0.021531342624512,0.0987000990847358,0.1323537001326101,0.0,0.1365546499758618,0.2120484141796992,0.0536866202687248,0.1553094010062198
49,3,698.102463768116,0.0324685964199724,0.0572480808268447,0.1031720207426374,0.1171091779674935,0.0,0.1334018976871819,0.1394756831388249,0.0670352655386309,0.1139881118760022
55,3,102.08777777777776,0.0046186074663064,0.0309347958749765,0.0862945978200295,0.0117408764506748,0.0,0.3131563583409038,0.0771213660142903,0.0095823251820235,0.0582745338808066
58,1,328.4258064516129,0.0545806426342389,0.0174953361156028,0.0837922495800403,0.078248970141205,0.0,0.2080616839991632,0.1642162914401966,0.0335080643712809,0.0233902509637405
61,3,61.29846153846154,0.038656838017516,0.0104450813274229,0.0641278269502958,0.0207487982821032,0.0,0.2300105711555249,0.1530856895042103,0.0142019497709345,0.0150798286478094
63,3,212.73857142857145,0.0394736842105263,0.0580639612166705,0.0602874178814028,0.0987243971998963,0.0,0.1158424607685691,0.2409254976042635,0.0588613536681983,0.0225942491252317
64,0,114.93333333333334,0.0144927536231884,0.0099999999999999,0.0870685111989459,0.0699999999999999,0.0,0.2949868247694334,0.1110540184453227,0.045,0.0049999999999999
65,3,136.90354285714284,0.0396852714015757,0.0146784745932292,0.0577135175978229,0.0361475907499577,0.0,0.225220559610668,0.1402477322710979,0.0174173277652885,0.0284295286899359
67,3,186.29266666666663,0.004245352071439,0.0116493099790218,0.1292836812741518,0.06785751388869,0.0,0.2471442927649619,0.2004563665534276,0.0480312909637425,0.0429083118417081
68,3,204.04230769230767,0.0436412525677009,0.0468560591744879,0.0687312588996343,0.0947506060890097,0.0,0.1633994964718846,0.1666083789916198,0.0370102078905558,0.0586395712897651
69,3,257.9951515151515,0.009113996421573,0.0226952092645434,0.1000128914491982,0.0886578017927011,0.0,0.2124049505876326,0.1985318214857823,0.0618915629038294,0.0443377045219167
70,3,287.3866666666667,0.0,0.0,0.027027027027027,0.0,0.0,0.0,0.5675675675675675,0.027027027027027,0.027027027027027
72,3,779.6445238095238,0.0536398680840683,0.0237353273469031,0.071763731931522,0.1089776629583001,0.0,0.1465207282798701,0.1301893774228118,0.0372333910986785,0.1242575607262669
73,3,1003.365,0.0202020202020202,0.0101010101010101,0.0505050505050505,0.0303030303030303,0.0,0.0,0.6060606060606061,0.101010101010101,0.0
74,1,192.44545454545457,0.0,0.02,0.13,0.14,0.0,0.31,0.1199999999999999,0.09,0.01
76,3,278.97764705882355,0.0004943153732081,0.0182294965916649,0.1070097400085866,0.1191542935256891,0.0,0.238047454275828,0.2116854174985663,0.0797596591483558,0.0226597647243552
80,3,147.0,0.0,0.02,0.13,0.14,0.0,0.31,0.12,0.09,0.01
82,3,1770.09,0.0018868298877028,0.0227155583103501,0.0915735492020987,0.0776885666586804,0.0,0.0321679155209041,0.1257467970672951,0.0312066788906477,0.3815597799633016
83,1,8.633333333333335,0.0,0.0454545454545454,0.0,0.0,0.0,0.3636363636363636,0.0,0.0,0.0454545454545454
84,3,932.5672727272728,0.0328735515817144,0.0552347005595611,0.1023598148094749,0.0874784889425708,0.0,0.0526990259651487,0.1850163836315062,0.0824588932935999,0.124809956230762
351,3,316.35,0.0,0.0,0.021089271089271,0.0151515151515151,0.0,0.0151515151515151,0.6398443898443898,0.021089271089271,0.021089271089271
520,3,194.25,0.0,0.0461538461538461,0.0923076923076923,0.0615384615384615,0.0,0.2769230769230769,0.1384615384615384,0.0923076923076923,0.0153846153846153
528,3,295.7055555555555,0.0022222222222222,0.052630431809755,0.0892725003942696,0.0596770978279105,0.0,0.1145243804956035,0.3262166357290257,0.0775354632162519,0.0283532358059403
531,1,599.925,0.0,0.0307692307692307,0.182051282051282,0.2166666666666666,0.0,0.0333333333333333,0.2,0.0076923076923076,0.0794871794871794
555,3,205.85,0.0,0.0,0.027027027027027,0.0,0.0,0.0,0.5675675675675675,0.027027027027027,0.027027027027027
577,3,416.8296341463415,0.0062974188341547,0.0176333206664172,0.0755855574944123,0.0910382457494419,0.0,0.1555445965801621,0.2572808646535761,0.0516560809665525,0.0609644593373719
866,1,7.3,0.0434782608695652,0.0,0.0434782608695652,0.0,0.0,0.2608695652173913,0.1304347826086956,0.0,0.0
932,3,539.6565625,0.0273107428542337,0.1362590615560462,0.0492402574070219,0.062856886447558,0.0,0.0512537303602252,0.1846559056354759,0.0874386454419707,0.0619183847244143
956,3,202.4971875,0.039335206393556,0.0186548002255049,0.0608724419944267,0.0534095755042652,0.0,0.1824854928544229,0.1532710528446724,0.0252635646997588,0.0474226064550843
958,3,298.47,0.0365253348053075,0.0112430566086519,0.0590273064491069,0.1038362068447563,0.0,0.1440070698197705,0.260398215657991,0.0416549465146096,0.031399566375002
973,3,68.44529411764705,0.0246620387285348,0.0062032085561497,0.0545406339012477,0.02890756302521,0.0,0.2383924004384363,0.1317956675245677,0.0363797410856234,0.0081291681291681
995,3,208.19953488372093,0.0310184751407624,0.0301822322484306,0.090527314824583,0.053570702658074,0.0,0.1856581136321772,0.1629419142504369,0.0254929381005722,0.0713217646752025
1036,3,221.75714285714284,0.0028571428571428,0.0042857142857142,0.0435907335907335,0.0257142857142857,0.0,0.0442857142857142,0.5068339768339768,0.0464478764478764,0.0221621621621621
1096,1,190.5322234567901,0.0185735561839541,0.026817079918894,0.0861097457311778,0.0710837395073861,0.0,0.2068877934316516,0.2386920550421958,0.0306230503509182,0.0550051625326401
1100,3,152.25,0.0,0.0461538461538461,0.0923076923076923,0.0615384615384615,0.0,0.2769230769230769,0.1384615384615384,0.0923076923076923,0.0153846153846153
1120,0,312.775,0.0,0.062015503875969,0.248062015503876,0.062015503875969,0.0,0.1085271317829457,0.1705426356589147,0.0465116279069767,0.1085271317829457
1164,1,868.26,0.176056338028169,0.0070422535211267,0.0704225352112676,0.3661971830985915,0.0,0.0,0.0070422535211267,0.0211267605633802,0.2464788732394366
1171,3,296.625,0.0,0.0461538461538461,0.0923076923076923,0.0615384615384615,0.0,0.2769230769230769,0.1384615384615384,0.0923076923076923,0.0153846153846153
1255,3,387.55,0.38,0.0133333333333333,0.06,0.2866666666666667,0.0,0.0,0.0133333333333333,0.0333333333333333,0.1066666666666666
1355,3,400.4,0.0,0.0,0.027027027027027,0.0,0.0,0.0,0.5675675675675675,0.027027027027027,0.027027027027027
1381,0,845.86,0.010354208305574,0.0640366739633894,0.1190238253862504,0.088885187652676,0.0,0.0542773071920307,0.0712144284762539,0.0578344595666381,0.3418078423907871
1441,3,254.49,0.0202020202020202,0.0101010101010101,0.0404040404040404,0.0404040404040404,0.0,0.0,0.5959595959595959,0.0909090909090909,0.0202020202020202
1590,3,183.504,0.0177777777777777,0.0138271604938271,0.0404938271604938,0.011358024691358,0.0,0.4177777777777778,0.1362962962962963,0.0602469135802469,0.0138271604938271
1591,3,48.0,0.0,0.0246913580246913,0.0246913580246913,0.0123456790123456,0.0,0.0,0.5925925925925926,0.1234567901234567,0.0246913580246913
1592,1,733.4866666666667,0.0024509803921568,0.0164853612677947,0.0542797027486793,0.0998898737577222,0.0,0.0222083445250246,0.2412722714656638,0.0085392604530396,0.2224129286417763
1913,1,779.7,0.0,0.0392156862745098,0.0980392156862745,0.0686274509803921,0.0,0.0294117647058823,0.2745098039215686,0.0392156862745098,0.2450980392156862
2033,1,156.975,0.0049504950495049,0.0327282728272827,0.0673817381738173,0.0247524752475247,0.0,0.25,0.2425742574257425,0.0,0.0485423542354235
2196,0,194.25,0.0,0.0246913580246913,0.0246913580246913,0.0123456790123456,0.0,0.0,0.5925925925925926,0.1234567901234567,0.0246913580246913
2668,1,506.0527777777778,0.0578087209088833,0.0474504684958185,0.0865230429162618,0.1374211836872762,0.0,0.1463110761897631,0.1244230644698458,0.0383213484271714,0.082107472365064
2920,0,497.7,0.0389900990099009,0.0362230641087106,0.0966653578854594,0.1106513882218609,0.0,0.1180268455451882,0.1450973277478564,0.0741982860691798,0.1112642384344715
2960,1,63.0,0.0,0.2285714285714285,0.2285714285714285,0.0,0.0,0.0,0.0285714285714285,0.1428571428571428,0.0285714285714285
3269,1,164.8225,0.0,0.0700483091787439,0.0748792270531401,0.1068840579710145,0.0,0.0307971014492753,0.1467391304347826,0.0863526570048309,0.0277777777777777
3344,0,592.2,0.176056338028169,0.0070422535211267,0.0704225352112676,0.3661971830985915,0.0,0.0,0.0070422535211267,0.0211267605633802,0.2464788732394366
3577,1,113.76,0.0049504950495049,0.0049504950495049,0.078065498857578,0.0247524752475247,0.0,0.0192307692307692,0.4733434881949733,0.0,0.0346534653465346
3579,1,216.2,0.0099009900990099,0.0099009900990099,0.0792079207920792,0.0495049504950495,0.0,0.0,0.4851485148514851,0.0,0.0693069306930693
3656,0,195.5,0.0,0.0392156862745098,0.0980392156862745,0.0686274509803921,0.0,0.0294117647058823,0.2745098039215686,0.0392156862745098,0.2450980392156862
3959,1,194.25,0.0,0.0246913580246913,0.0246913580246913,0.0123456790123456,0.0,0.0,0.5925925925925926,0.1234567901234567,0.0246913580246913
3974,0,144.2575,0.0,0.0427442133450717,0.123023733538755,0.036453174865192,0.0,0.2885440739517992,0.0321063057114559,0.0491636403653571,0.1200845530244672
4385,1,1229.32,0.1302032628887682,0.0571963218973714,0.0950201457031606,0.1252175409247689,0.0,0.0549417470545932,0.1832902247747302,0.0761383488190797,0.0813941517201174
